date,country,event,country_full_name,letter_spacing
2024-06-24,fr,"France. Baccalauréat général et technologique : grand oral (jusqu'au 3 juillet).",France,0
2024-06-24,fr,"RATP : inauguration et mise en service du prolongement de la ligne 14 du métro parisien, qui ira jusqu'à l'aéroport d'Orly (au sud de la capitale) et jusqu'à Saint-Denis Pleyel (au nord).",France,0
2024-06-24,fr,"JO de Paris : répétition générale de la cérémonie d’ouverture, rassemblant toutes les embarcations qui convoieront des délégations d’athlètes le 26 juillet.",France,-0.1
2024-06-25,wd,"Réunion du Conseil de sécurité de l’ONU sur la situation à Gaza et sur la Syrie, à 16 heures à New York.",Monde,0
2024-06-25,us,"Sortie du documentaire « I Am : Celine Dion » sur la vie de la star canadienne atteinte d'une maladie neurologique rare.",États-Unis,0
2024-06-25,fr,"Débat télévisé dans le cadre de la campagne pour les législatives entre Gabriel Attal (Renaissance), Jordan Bardella (Rassemblement national) et Manuel Bompard (Nouveau Front populaire). À 21 heures sur TF1.",France,0
2024-06-25,de,"Suite de l’Euro de foot. France-Pologne, à Dortmund (18 heures).",Allemagne,-0.1
2024-06-27,fr,"Bordeaux fête le vin (jusqu’au 30 juin).",France,0.025
2024-06-27,us,"Élection présidentielle du 5 novembre : débat sur CNN entre Joe Biden et Donald Trump.",États-Unis,0
2024-06-28,iq,"Élection présidentielle suite au décès du président Ebrahim Raïssi dans un crash d'hélicoptère.",Iraq,0
2024-06-28,fr,"52e Festival La Rochelle Cinéma (Fema) (jusqu'au7 juillet).",France,0
2024-06-28,fr,"Finale du Top 14 de rugby, à Marseille (21 heures).",France,0
2024-06-29,fr,"78e Festival d'Avignon (jusqu'au 21 juillet).",France,0
2024-06-30,fr,"Élections législatives : premier tour du scrutin.",France,0
2024-06-30,fr,"Fête du cinéma (jusqu'au 3 juillet).",France,0
