date,country,event,country_full_name,letter_spacing
2024-12-30,fr,"Déplacement du Premier ministre François Bayrou*@*à Mayotte, avec les ministres*@*de l’Éducation Élisabeth Borne et des Outre-mer Manuel Valls. ",France,0
2024-12-31,fr,"Voeux du président*@*de la République Emmanuel Macron, à 20 heures. ",France,0
2024-12-31,ua,"Fin du contrat entre l’Ukraine*@*et la Russie pour le transit de gaz russe via le territoire ukrainien.",Ukraine,-0.1
2024-12-31,so,"La mission de maintien*@*de la paix de l’Union africaine ATMIS arrive au terme*@*de son mandat. ",Somalie,0
2024-12-31,pa,"Le Panama célèbre les 25 ans*@*de la reprise du canal interocéanique aux États-Unis.",Panama,0
2024-12-31,ue,"Fin du « Cadre temporaire*@*de crise et de transition » permettant aux États de l'UE d'accorder facilement d'importantes aides publiques aux exploitations agricoles pénalisées par l'impact*@*de la guerre en Ukraine.","Union européenne",0
2025-01-01,ro,"Le pays, mais aussi la Bulgarie, entrent à part entière*@*dans l’espace Schengen. ",Roumanie,0.1
2025-01-01,fr,"Entrée en vigueur de la loi Climat et résilience pour les logements énergivores classés G.",France,-0.25
2025-01-01,fr,"Les pensions de base des retraites sont revalorisées de 2,2%.",France,-0.25
2025-01-01,ch,"30e anniversaire de la création de l’Organisation mondiale*@*du commerce (OMC).",Suisse,0
2025-01-01,va,"Le pape François célèbre*@*la Journée mondiale de la paix*@*à la basilique Saint-Pierre.",Vatican,0
2025-01-01,ca,"Le Canada prend la présidence du G7.",Canada,0
2025-01-02,fr,"Début de la rentrée littéraire*@*de janvier, avec notamment*@*la parution du deuxième*@*livre de Vanessa Springora, *@*« Patronyme ». ",France,0
2025-01-02,fr,"Chez Amazon, fin du télétravail, et obligation pour les salariés d'être présents sur site cinq jours par semaine.",France,0
2025-01-03,us,"Prestation de serment du nouveau Congrès, à Washington.",États-Unis,-0.50
2025-01-04,mm,"Célébration du 77e anniversaire de son indépendance vis-à-vis de la Grande-Bretagne.",Birmanie,0
2025-01-05,fr,"Fermeture définitive du parc aquatique Marineland d’Antibes (Alpes-Maritimes).",France,0
2025-01-05,us,"82e cérémonie des Golden Globe Awards à Los Angeles. Dix nominations pour « Emilia Perez » de Jacques Audiard.",États-Unis,0
