date,country,event,country_full_name,letter_spacing
2024-08-26,cn,"Le constructeur automobile XPeng dévoile le premier modèle de sa nouvelle marque de véhicules électriques.",Chine,0
2024-08-26,fr,"Rencontre des entrepreneurs*@*de France (REF), organisée*@*par le Medef, à l’hippodrome*@*de Longchamp, jusqu’au 27 août.",France,-0.05
2024-08-27,us,"Décollage à Cap Canaveral, d’une fusée de SpaceX pour*@*la mission Polaris Dawn, première mission privée*@*à prévoir une sortie spatiale.",États-Unis,0
2024-08-28,us,"Réunion du Conseil de sécurité de l’ONU sur la Syrie.",États-Unis,0
2024-08-28,fr,"Ouverture des Jeux paralympiques, jusqu’au *@*8 septembre. La cérémonie d’ouverture débutera*@*à  18 heures, et se déroulera place de la Concorde et sur *@*les Champs-Elysées.",France,0
2024-08-28,it,"81 e édition du festival de cinéma la Mostra de Venise, présidé par Isabelle Huppert, jusqu’au 7 septembre.",Italie,0
2024-08-28,fr,"Au tribunal correctionnel*@*de Paris, procès de l’animateur Stéphane Plaza, pour des violences sur deux anciennes compagnes.",France,0
2024-08-28,fr,"80 e anniversaire de la libération de Bordeaux, avec plusieurs animations et commémorations jusqu’au 31 août.",France,0
2024-08-29,sn,"Visite à Belgrade d’Emmanuel Macron, jusqu’au 30 août.",Sénégal,0
2024-08-29,ue,"Réunion informelle des ministres des Affaires étrangères de l’UE à Bruxelles.","Union européenne",-0.025
2024-08-29,fr,"Université d’été du Parti socialiste à Blois, jusqu’au 31 août.",France,-0.1
2024-08-29,fr,"Parution du premier numéro*@*de « Sud Ouest », il y a 80 ans.",France,0
2024-08-30,us,"Sortie internationale du jeu*@*« Star Wars Outlaws » d’Ubisoft.",États-Unis,0
2024-08-30,ue,"Réunion informelle des ministres de la Défense de l’UE à Bruxelles.","Union européenne",-0.1
2024-08-31,fr,"36 e édition de Visa pour l’image, festival de photojournalisme à*@*Perpignan, jusqu'au 15 septembre.",France,-0.15
